metric,count,mean,std,var,ci_low,ci_high,confidence
profit,30,6451.666666666667,1685.459281177017,2840772.9885057467,5848.532808869365,7054.800524463969,0.95
avg_wait,30,0.3460758142079854,1.0649996436694906,1.134224241016142,-0.035029413792874,0.7271810422088447,0.95
avg_total_time,30,19.948691218190863,3.5980841817227045,12.946209778763144,18.661133329704594,21.236249106677132,0.95
